City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
533,Batticaloa,7.7102,81.6924,80.2,70,100,8.81,LK,2022-08-02 21:24:11,overcast clouds
534,Oskarshamn,57.2645,16.4484,64.98,47,100,9.69,SE,2022-08-02 21:24:11,overcast clouds
535,Douentza,14.9951,-2.9517,87.37,50,93,4.09,ML,2022-08-02 21:24:12,overcast clouds
536,Umm Kaddadah,13.6017,26.6876,86.31,45,44,11.63,SD,2022-08-02 21:24:12,scattered clouds
537,Innisfail,-17.5333,146.0333,68.0,89,96,4.74,AU,2022-08-02 21:24:13,overcast clouds
538,Winslow,35.0242,-110.6974,93.38,26,20,6.91,US,2022-08-02 21:24:13,few clouds
539,Hibbing,47.4272,-92.9377,74.39,51,100,4.61,US,2022-08-02 21:19:55,overcast clouds
540,Yarada,17.65,83.2667,82.72,89,40,2.3,IN,2022-08-02 21:24:13,mist
541,Hellvik,59.9156,5.781,61.0,91,100,6.42,NO,2022-08-02 21:24:14,overcast clouds
542,Esil,51.9556,66.4042,63.68,70,68,11.39,KZ,2022-08-02 21:25:17,broken clouds
543,Tahe,52.3333,124.7333,60.37,81,0,2.44,CN,2022-08-02 21:25:18,clear sky
544,Katherine,-14.4667,132.2667,64.72,72,100,0.0,AU,2022-08-02 21:25:18,overcast clouds
545,San Juan,-31.5375,-68.5364,63.39,33,0,15.9,AR,2022-08-02 21:24:52,clear sky
546,Koindu,8.4386,-10.3253,67.89,99,72,4.14,GN,2022-08-02 21:25:19,broken clouds
547,New Smyrna Beach,29.0258,-80.927,99.16,62,56,11.59,US,2022-08-02 21:25:20,broken clouds
548,Tsybli,49.9948,31.5628,62.13,97,91,12.55,UA,2022-08-02 21:25:20,overcast clouds
549,Bage,-31.3314,-54.1069,56.98,94,88,9.22,BR,2022-08-02 21:25:21,heavy intensity rain
550,Sao Jose Da Coroa Grande,-8.8978,-35.1478,74.91,91,74,8.21,BR,2022-08-02 21:25:21,broken clouds
551,Batagay,67.6333,134.6333,52.05,77,71,5.73,RU,2022-08-02 21:25:22,broken clouds
552,Porosozero,62.7191,32.727,54.16,98,48,6.44,RU,2022-08-02 21:25:22,scattered clouds
553,Doboj,44.7347,18.0878,70.95,61,99,3.27,BA,2022-08-02 21:24:24,overcast clouds
554,Iqaluit,63.7506,-68.5145,47.93,65,75,8.05,CA,2022-08-02 21:25:23,broken clouds
555,Port Lincoln,-34.7333,135.8667,56.23,73,0,18.88,AU,2022-08-02 21:21:43,clear sky
556,Singapore,1.2897,103.8501,77.2,94,75,1.14,SG,2022-08-02 21:25:20,broken clouds
557,La Solana,38.9442,-3.2381,80.8,26,90,5.57,ES,2022-08-02 21:25:23,overcast clouds
558,Pangnirtung,66.1451,-65.7125,48.2,81,75,11.5,CA,2022-08-02 21:25:24,broken clouds
559,Bereda,43.2686,-7.5406,68.41,100,29,4.88,ES,2022-08-02 21:25:24,scattered clouds
560,Tigzirt,36.8886,4.1198,77.74,68,62,8.34,DZ,2022-08-02 21:25:24,broken clouds
561,Nelson Bay,-32.7167,152.15,51.01,92,54,4.0,AU,2022-08-02 21:25:25,broken clouds
562,Belaya Gora,68.5333,146.4167,51.93,88,100,8.21,RU,2022-08-02 21:25:25,light rain
563,Riyadh,24.6877,46.7219,96.94,34,84,5.66,SA,2022-08-02 21:21:52,broken clouds
564,Brae,60.3964,-1.353,56.8,93,99,24.61,GB,2022-08-02 21:25:25,overcast clouds
565,Sosnovo-Ozerskoye,52.5249,111.5418,58.05,94,100,5.46,RU,2022-08-02 21:25:26,overcast clouds
566,Haukipudas,65.1765,25.3523,59.05,92,0,13.0,FI,2022-08-02 21:25:26,clear sky
567,Sfantu Gheorghe,45.8667,25.7833,62.92,78,91,2.06,RO,2022-08-02 21:22:41,overcast clouds
568,Banikoara,11.2985,2.4386,73.36,94,98,4.27,BJ,2022-08-02 21:25:26,light rain
569,Gao,16.6362,1.637,90.21,43,77,10.49,ML,2022-08-02 21:25:27,light rain
570,Tochio,37.4667,139.0,77.56,88,94,3.24,JP,2022-08-02 21:25:27,moderate rain
571,Takoradi,4.8845,-1.7554,73.02,79,9,7.96,GH,2022-08-02 21:25:28,clear sky
572,Camana,-16.6228,-72.7111,61.97,74,3,6.29,PE,2022-08-02 21:25:28,clear sky
573,Rustenburg,-25.6676,27.2421,53.82,66,52,5.32,ZA,2022-08-02 21:25:28,broken clouds
574,Cabra,37.4725,-4.4421,83.48,31,0,6.76,ES,2022-08-02 21:25:28,clear sky
575,Kalabo,-14.97,22.6814,63.86,41,10,6.42,ZM,2022-08-02 21:25:29,clear sky
576,Great Yarmouth,52.6083,1.7305,75.45,69,74,6.69,GB,2022-08-02 21:25:29,broken clouds
577,Amga,60.8953,131.9608,64.47,97,20,0.11,RU,2022-08-02 21:25:29,few clouds
578,Atikokan,48.7555,-91.6216,79.57,41,99,10.49,CA,2022-08-02 21:25:30,overcast clouds
579,Saint-Denis,48.9167,2.3333,80.11,53,0,4.61,FR,2022-08-02 21:25:30,clear sky
580,Homburg,49.3167,7.3333,72.18,54,0,1.14,DE,2022-08-02 21:25:30,clear sky
581,Shiyan,32.6475,110.7781,74.08,93,0,2.62,CN,2022-08-02 21:25:31,clear sky
582,Vage,60.0469,5.5178,60.51,96,100,8.1,NO,2022-08-02 21:25:31,overcast clouds
583,Sabha,27.0377,14.4283,89.94,22,5,16.24,LY,2022-08-02 21:25:31,clear sky
584,Los Algarrobos,8.5,-82.4333,81.01,78,40,3.44,PA,2022-08-02 21:25:32,scattered clouds
585,Launceston,-41.45,147.1667,51.44,86,100,23.02,AU,2022-08-02 21:25:32,light rain
586,Alta Floresta,-9.8756,-56.0861,91.81,21,100,3.83,BR,2022-08-02 21:25:32,overcast clouds
587,Abha,18.2164,42.5053,62.42,94,20,0.0,SA,2022-08-02 21:25:33,few clouds
588,Salalah,17.0151,54.0924,77.09,100,100,4.61,OM,2022-08-02 21:25:33,light intensity drizzle
589,Acapulco,16.8634,-99.8901,89.42,66,40,8.05,MX,2022-08-02 21:22:51,scattered clouds
590,Pangkalanbuun,-2.6833,111.6167,73.18,99,99,2.13,ID,2022-08-02 21:26:34,overcast clouds
591,Otofuke,42.9917,143.2003,60.13,98,100,1.81,JP,2022-08-02 21:26:34,overcast clouds
592,Rapallo,44.3511,9.2297,83.61,62,15,3.0,IT,2022-08-02 21:26:34,few clouds
593,Farmington,36.7281,-108.2187,93.88,24,20,17.27,US,2022-08-02 21:22:09,few clouds
594,Yaan,7.3833,8.5667,71.92,93,95,3.4,NG,2022-08-02 21:26:35,overcast clouds
595,San Jeronimo,-11.9472,-75.2829,63.59,38,63,9.31,PE,2022-08-02 21:26:35,broken clouds
596,Moose Factory,51.2585,-80.6094,73.4,53,20,16.11,CA,2022-08-02 21:26:35,few clouds
597,Mega,4.05,38.3,59.95,67,93,11.48,ET,2022-08-02 21:26:36,overcast clouds
598,Barao De Melgaco,-16.1944,-55.9675,91.62,17,99,2.62,BR,2022-08-02 21:26:36,overcast clouds
599,Komsomolskiy,40.4272,71.7189,74.12,49,100,2.3,UZ,2022-08-02 21:26:36,overcast clouds
600,Polson,47.6936,-114.1632,86.72,24,2,10.0,US,2022-08-02 21:26:37,clear sky
601,Matay,28.419,30.7792,87.31,34,5,16.06,EG,2022-08-02 21:26:37,clear sky
602,Lahaina,20.8783,-156.6825,87.8,79,1,8.43,US,2022-08-02 21:22:37,clear sky
603,Trairi,-3.2778,-39.2689,78.82,79,10,11.86,BR,2022-08-02 21:24:32,clear sky
604,Handan,36.6006,114.4678,79.14,70,0,5.46,CN,2022-08-02 21:26:38,clear sky
605,Enkoping,59.6361,17.0777,64.44,69,100,5.7,SE,2022-08-02 21:26:38,light rain
606,Isabela,6.7085,121.9711,73.45,85,99,2.86,PH,2022-08-02 21:26:38,overcast clouds
607,Badarpur,24.9,92.6,77.07,98,100,0.98,IN,2022-08-02 21:26:39,overcast clouds
608,Chitral,35.8462,71.7858,71.74,66,100,2.24,PK,2022-08-02 21:24:10,overcast clouds
609,Marienburg,54.0359,19.0266,63.88,72,99,5.01,PL,2022-08-02 21:26:39,overcast clouds
610,Port Macquarie,-31.4333,152.9167,46.89,79,100,6.64,AU,2022-08-02 21:25:10,overcast clouds
611,Pinotepa Nacional,16.3167,-98.0167,89.33,55,13,8.43,MX,2022-08-02 21:26:40,few clouds
612,Sungaipenuh,-2.0833,101.3833,63.99,98,100,0.51,ID,2022-08-02 21:26:40,overcast clouds
613,Kilindoni,-7.9139,39.6668,75.34,78,1,11.5,TZ,2022-08-02 21:26:40,clear sky
614,Churapcha,62.0025,132.4325,62.94,96,96,3.56,RU,2022-08-02 21:26:41,overcast clouds
615,Cao Bang,22.6667,106.25,74.53,96,6,1.14,VN,2022-08-02 21:26:41,clear sky
616,Ust-Omchug,61.15,149.6333,56.73,89,100,5.88,RU,2022-08-02 21:26:41,overcast clouds
617,Beloha,-25.1667,45.05,62.19,68,0,10.6,MG,2022-08-02 21:26:42,clear sky
618,Bida,9.0833,6.0167,74.53,83,99,3.2,NG,2022-08-02 21:26:42,overcast clouds
619,Puerto Maldonado,-12.6,-69.1833,86.4,70,40,3.44,PE,2022-08-02 21:26:43,scattered clouds
620,Krasnoselkup,65.7,82.4667,46.04,85,0,10.4,RU,2022-08-02 21:26:43,clear sky
621,Champerico,14.3,-91.9167,93.74,70,7,8.95,GT,2022-08-02 21:26:43,clear sky
622,Cumberland,35.0502,-78.8664,99.7,39,20,8.05,US,2022-08-02 21:26:43,few clouds
623,Mpulungu,-8.7623,31.1141,71.49,48,0,9.69,ZM,2022-08-02 21:26:44,clear sky
624,Isiro,2.7739,27.616,69.42,86,99,1.21,CD,2022-08-02 21:26:44,overcast clouds
625,Severomuysk,56.1481,113.4267,54.99,86,100,3.83,RU,2022-08-02 21:26:44,light rain
626,Araouane,18.9048,-3.5265,98.42,30,71,11.45,ML,2022-08-02 21:26:45,broken clouds
627,Kirillov,59.863,38.3813,61.14,77,99,5.55,RU,2022-08-02 21:26:45,overcast clouds
628,Nador,35.174,-2.9287,78.87,75,0,4.43,MA,2022-08-02 21:26:45,clear sky
629,Gimli,50.6336,-96.9907,79.36,57,37,18.32,CA,2022-08-02 21:26:46,scattered clouds
630,Raudeberg,61.9875,5.1352,58.87,63,100,22.35,NO,2022-08-02 21:26:46,overcast clouds
631,Wonthaggi,-38.6044,145.5913,53.82,70,79,26.33,AU,2022-08-02 21:26:46,broken clouds
632,Mogadishu,2.0371,45.3438,75.83,81,6,18.95,SO,2022-08-02 21:24:25,clear sky
633,Manggar,-2.8833,108.2667,80.1,83,100,6.26,ID,2022-08-02 21:26:47,overcast clouds
634,Tiarei,-17.5333,-149.3333,80.62,73,9,22.24,PF,2022-08-02 21:23:15,clear sky
635,Nadym,65.5333,72.5167,53.04,71,11,3.94,RU,2022-08-02 21:27:47,few clouds
636,Arua,3.0201,30.9111,61.77,93,34,2.1,UG,2022-08-02 21:27:48,scattered clouds
637,Banda Aceh,5.5577,95.3222,78.08,76,100,13.8,ID,2022-08-02 21:27:32,light rain
638,Papara,-3.9839,-38.7273,79.2,78,85,4.18,BR,2022-08-02 21:27:48,overcast clouds
639,Birjand,32.8663,59.2211,73.87,28,0,9.22,IR,2022-08-02 21:27:48,clear sky
640,Libreville,0.3925,9.4537,75.7,78,14,7.09,GA,2022-08-02 21:24:23,few clouds
641,Hermon,44.8101,-68.9134,82.35,65,40,18.41,US,2022-08-02 21:27:49,scattered clouds
642,Sinegorye,62.0788,150.477,62.22,69,93,4.16,RU,2022-08-02 21:27:49,overcast clouds
643,Novoilinsk,51.6829,108.7143,60.78,88,100,1.99,RU,2022-08-02 21:27:49,overcast clouds
644,Muli,2.9167,73.5667,81.45,75,100,20.13,MV,2022-08-02 21:27:50,overcast clouds
645,Hami,42.8,93.45,71.89,66,55,10.27,CN,2022-08-02 21:27:50,broken clouds
646,Labrea,-7.2586,-64.7981,89.51,47,100,1.32,BR,2022-08-02 21:27:50,overcast clouds
647,Jiuquan,39.7432,98.5174,68.63,63,12,3.31,CN,2022-08-02 21:27:51,few clouds
648,Ternate,0.8,127.4,78.31,84,100,2.24,ID,2022-08-02 21:25:33,overcast clouds
649,Juchipila,21.4167,-103.1167,85.48,38,98,0.63,MX,2022-08-02 21:27:51,overcast clouds
650,Serov,59.6033,60.5787,52.97,79,4,1.34,RU,2022-08-02 21:27:51,clear sky
651,High Rock,26.6208,-78.2833,87.82,65,5,6.6,BS,2022-08-02 21:27:52,clear sky
652,Taoudenni,22.6783,-3.9836,106.59,10,31,1.36,ML,2022-08-02 21:27:39,scattered clouds
653,Jingdezhen,29.2947,117.2079,77.83,88,64,2.28,CN,2022-08-02 21:27:52,broken clouds
654,Wageningen,51.9667,5.6667,73.49,77,24,3.44,NL,2022-08-02 21:26:49,few clouds
655,Paris,48.8534,2.3488,80.11,54,0,3.44,FR,2022-08-02 21:26:43,clear sky
656,Plettenberg Bay,-34.0527,23.3716,58.77,54,6,2.64,ZA,2022-08-02 21:27:53,clear sky
657,Altamont,42.2068,-121.7372,85.89,40,54,5.01,US,2022-08-02 21:27:53,broken clouds
658,Aklavik,68.2191,-135.0107,50.0,81,75,13.8,CA,2022-08-02 21:24:15,broken clouds
659,Pasighat,28.0667,95.3333,77.52,87,98,2.48,IN,2022-08-02 21:27:53,overcast clouds
660,Kyra,49.5776,111.9753,61.38,80,58,2.21,RU,2022-08-02 21:27:54,broken clouds
661,Saint-Augustin,51.226,-58.6502,68.86,79,75,19.66,CA,2022-08-02 21:26:40,broken clouds
662,Lenzburg,47.3885,8.175,73.53,68,85,1.01,CH,2022-08-02 21:27:54,overcast clouds
663,Poum,-20.2333,164.0167,74.73,88,64,13.0,NC,2022-08-02 21:27:55,broken clouds
664,Altar,30.7,-111.8167,95.47,31,71,8.61,MX,2022-08-02 21:27:55,broken clouds
665,Cabedelo,-6.9811,-34.8339,75.87,85,7,6.91,BR,2022-08-02 21:27:55,clear sky
666,Vanimo,-2.6741,141.3028,77.59,88,89,6.96,PG,2022-08-02 21:27:55,overcast clouds
667,Bukama,-9.2,25.85,73.53,32,56,2.06,CD,2022-08-02 21:27:56,broken clouds
668,Brokopondo,4.75,-55.1667,82.09,75,76,3.47,SR,2022-08-02 21:27:56,broken clouds
669,Kampot,10.6167,104.1833,77.05,86,100,5.3,KH,2022-08-02 21:27:57,overcast clouds
670,Madona,56.8533,26.217,59.09,90,99,4.27,LV,2022-08-02 21:25:59,overcast clouds
671,Goderich,43.7501,-81.7165,70.92,68,10,9.22,CA,2022-08-02 21:27:57,clear sky
672,Puruandiro,20.0833,-101.5,75.18,54,61,1.68,MX,2022-08-02 21:27:57,broken clouds
673,Catalao,-18.1658,-47.9464,76.06,33,18,6.91,BR,2022-08-02 21:27:58,few clouds
674,Yershov,51.3513,48.2766,66.97,66,0,8.3,RU,2022-08-02 21:27:58,clear sky
675,Beaverlodge,55.2166,-119.4361,65.55,56,75,1.14,CA,2022-08-02 21:25:19,broken clouds
676,Aswan,24.0934,32.907,92.1,18,68,12.55,EG,2022-08-02 21:27:59,broken clouds
677,Caravelas,-17.7125,-39.2481,70.29,83,16,5.17,BR,2022-08-02 21:27:59,few clouds
678,Camocim,-2.9022,-40.8411,79.99,75,25,16.96,BR,2022-08-02 21:27:59,scattered clouds
679,Platanos,37.6667,21.6167,80.08,75,2,2.98,GR,2022-08-02 21:28:00,clear sky
680,Ustye,59.6304,39.736,60.53,80,92,5.79,RU,2022-08-02 21:28:00,overcast clouds
681,Fort Morgan,40.2503,-103.8,94.42,18,12,6.29,US,2022-08-02 21:28:00,few clouds
682,Soligalich,59.0778,42.2864,58.28,83,93,5.08,RU,2022-08-02 21:29:00,overcast clouds
683,Manyana,-23.4,21.7167,58.53,21,87,9.08,BW,2022-08-02 21:29:01,overcast clouds
684,Bulawayo,-20.15,28.5833,52.72,81,1,10.76,ZW,2022-08-02 21:29:01,clear sky
685,Inverbervie,56.8446,-2.28,64.83,82,38,11.72,GB,2022-08-02 21:29:02,scattered clouds
686,Roebourne,-20.7833,117.1333,64.44,63,0,14.88,AU,2022-08-02 21:29:02,clear sky
687,Viljoenskroon,-27.2084,26.9485,55.76,54,100,7.58,ZA,2022-08-02 21:29:02,overcast clouds
688,Sechura,-5.5569,-80.8222,74.62,60,23,13.85,PE,2022-08-02 21:29:03,few clouds
689,Wum,6.3833,10.0667,62.92,98,99,1.99,CM,2022-08-02 21:29:03,overcast clouds
690,Ararat,39.8317,44.7049,84.54,36,3,3.96,AM,2022-08-02 21:29:04,clear sky
